,id,review_count,categories,rating,neighbourhood,count_of_businesses,scores
880,MyQV4i518ZO4CLudtR8gLA,602,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Sutton Place,19,9.278350515463918
881,GuPAGPMXUHw4ntkEAA-tow,41,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,Little Italy,48,24.22680412371134
882,-p7dvuKa91_4B-aiFIFB8Q,843,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,East Village,62,31.443298969072163
883,_QYgfFhomwKBbKWfOKcatw,12,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",5.0,Midtown South,47,23.711340206185564
884,j-a8HUcsBJXHV2IfF786jw,416,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,Chinatown,82,41.75257731958763
885,TUJutjq0LU6zexzM8Wia4w,225,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,West Village,60,30.412371134020617
886,8y8_xwiaBtCVYA4Jjx-5AQ,199,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Lower East Side,195,100.0
887,sHSCUGKAUR9gYThXlginkA,48,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}]",4.0,Stuyvesant Town,23,11.34020618556701
888,nfaS-7o4ZrVdsdqhZHnksQ,796,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",3.5,Lower East Side,195,100.0
889,vyRQGK3qABg1HSWNpMbmtg,32,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,East Village,62,31.443298969072163
890,1m6viubAWUgsTgguIrJT6A,1223,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Flatiron,39,19.587628865979383
891,--FoSeUBHQb_p6iTntY4KA,49,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,West Village,60,30.412371134020617
892,vLaaNR3rTeSFEZe_nn43BA,265,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Lower East Side,195,100.0
893,UnB53OMX3CtEbEaTdtBNkQ,403,"[{'alias': 'mini_golf', 'title': 'Mini Golf'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.5,Midtown South,47,23.711340206185564
894,G2PCaDt_VC4O4w6uRMpE9A,123,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,Noho,90,45.876288659793815
895,W2CqfHWZoOiRuW2jt1J-xQ,73,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Lower East Side,195,100.0
896,4Do8Sfex1EvWES2jpa1VCA,39,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,Lower East Side,195,100.0
897,O8i5XlvcfzH1q-wpfURrpg,237,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,Chelsea,27,13.402061855670103
898,9DceMTrjyVqBgQRqgR6GWw,1829,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,Greenwich Village,70,35.56701030927835
899,REC_m1Y4caJIXz8DDdgh-A,69,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Chelsea,27,13.402061855670103
900,lQKKBtdp7No9HJ_tW6PuAQ,374,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Financial District,44,22.164948453608247
901,bBDzXNM7Y7_8WE2Sm6R_ig,564,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.0,Clinton,38,19.072164948453608
902,bJwcf-h06wX6Yo3kVkajww,250,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,Lower East Side,195,100.0
903,ZnhRUBos9FGQZrzbcPn6Vg,562,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Financial District,44,22.164948453608247
904,h8zxDr-SHc5VrU0PdKfwNw,177,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,West Village,60,30.412371134020617
905,fxGpXRxFUDzlU3Cyszu4uQ,3743,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Central Harlem,3,1.0309278350515463
906,NRJq2BNcbjqAyxUB_bw7gw,804,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,Chelsea,27,13.402061855670103
907,pGByzum9iOjdnXj8VhQomA,39,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'greek', 'title': 'Greek'}]",4.5,Clinton,38,19.072164948453608
908,FQ_9HzcX6_vLFnNIJ30jiA,80,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Battery Park City,15,7.216494845360824
909,AyL0Q6_hFD04GLxwRxOFrA,86,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.0,Lower East Side,195,100.0
910,nu4IkeHHUQHeD4jTajbk4Q,128,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]",4.5,Murray Hill,23,11.34020618556701
911,Z6ucILdV-BUJ4pJWSfINzQ,117,"[{'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'african', 'title': 'African'}]",4.0,East Village,62,31.443298969072163
912,aH0T2I4LlXOwkQnu0zOgDA,142,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.0,Roosevelt Island,54,27.31958762886598
913,fUxRTikmfHnURZ26lD2y4Q,739,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,Chelsea,27,13.402061855670103
914,UB1mGugr1pvgUUP1eTNXrg,322,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Midtown,59,29.896907216494846
915,h9nuvIu8TyrQcYy8J1AOxg,104,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,Manhattan Valley,4,1.5463917525773196
916,Ey45ZiAN1TSVmvfM6DVZqA,517,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,Lenox Hill,10,4.639175257731959
917,LVkBYW-FNaZ2h-0zB8-vzA,53,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,East Village,62,31.443298969072163
918,iDO6_sr0PdZFTflijyic0g,26,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Chinatown,82,41.75257731958763
919,emTmnLlesIwxRofQ34ntdA,1003,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,Lower East Side,195,100.0
920,RPP_wHhM8yZYIP5W-YHk6Q,223,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Morningside Heights,1,0.0
921,NXdEbUpVdtE5VwlqFOXliQ,122,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Midtown South,47,23.711340206185564
922,AKWo1tSjYDJ7yisj5YGANQ,31,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,Clinton,38,19.072164948453608
923,VP3-iMnKK_TaHDuy6mxTzA,367,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodtours', 'title': 'Food Tours'}, {'alias': 'walkingtours', 'title': 'Walking Tours'}]",5.0,Clinton,38,19.072164948453608
924,2_3W7NFFN3m4U_8ffgEuyQ,81,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Financial District,44,22.164948453608247
925,BHlxwBMBIHX0ftiok_OMOQ,490,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,Clinton,38,19.072164948453608
926,KogxM0x2p9auUyU4h4CAqQ,60,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Financial District,44,22.164948453608247
927,OiqGAhC5EQXb1CaNxxvfBQ,781,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Soho,10,4.639175257731959
928,R4-Y6ogPoGUkvDlRLAfOgg,102,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,Yorkville,12,5.670103092783505
929,LO2kgBEQZJ-ceFbj6-UaEA,32,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Lower East Side,195,100.0
930,8cnfXAq6ehOsGRw4rh-dzQ,238,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Chinatown,82,41.75257731958763
931,Zx44jCgDv1TwKMGzcXajIQ,794,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,Roosevelt Island,54,27.31958762886598
932,xmQz_hZWq2poLHwHw7ZybQ,69,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Chelsea,27,13.402061855670103
933,h37t9rA06Sr4EetJjKrfzw,702,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Chelsea,27,13.402061855670103
934,VoAuIReq_cPUrFwxbWqG_Q,761,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,Upper West Side,8,3.608247422680412
935,__EvomQ2tE1NtkWn32WEXg,779,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Soho,10,4.639175257731959
936,h0pRCiJDrCN7tm3VX5tILQ,621,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Midtown,59,29.896907216494846
937,mESab-FqL5QqSVsnX72asQ,2593,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,Midtown South,47,23.711340206185564
938,FlZ1zdVEKWv7dwqm8Uw8-w,1513,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,Noho,90,45.876288659793815
939,6Ct7OeTRn4caY9g0swFBsw,892,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Noho,90,45.876288659793815
940,zRXMvxUX_rOliKZPpkWi_g,670,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Midtown,59,29.896907216494846
941,xKIv_b2L2pUHmsoJ-xOepg,469,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Civic Center,15,7.216494845360824
942,rZIMlQ76I0mXL8uNii_wVg,331,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Civic Center,15,7.216494845360824
943,PGpCaNkB1meojnbgRmb2gQ,350,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Clinton,38,19.072164948453608
944,RXCCofQw1EjTcSN0ZeXfRA,382,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Noho,90,45.876288659793815
945,TDyu1-6XF7r1jc13j7nDNA,441,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Stuyvesant Town,23,11.34020618556701
946,qm1J_dPA5IHij1oAnoZwHw,1125,"[{'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Midtown South,47,23.711340206185564
947,9HD5HQiTkURkx5i7hL92EA,343,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Greenwich Village,70,35.56701030927835
948,GxMhN2PEttvw7CRGIzB6Gg,340,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,Lower East Side,195,100.0
949,zyQpS4QrYYB0VKXf7JPUlQ,188,"[{'alias': 'indpak', 'title': 'Indian'}]",5.0,Lower East Side,195,100.0
950,vLsTPg42rkgN5rUpNfg1OA,559,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'szechuan', 'title': 'Szechuan'}]",4.5,Chinatown,82,41.75257731958763
951,T-RXDLq_VEv7s1_SooYIYQ,309,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,West Village,60,30.412371134020617
952,MCnexHfsclcOpLHS4_2U0A,280,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Greenwich Village,70,35.56701030927835
953,JeCtYANe0eqW8xe1SN3lWg,2175,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Midtown South,47,23.711340206185564
954,2u8T56A4qu-MjeuT-v7s_g,126,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Little Italy,48,24.22680412371134
955,ACduxcM6wdaJPVHKy9GHbQ,409,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}]",4.0,Lower East Side,195,100.0
956,0rQz8mkleT62eUkiAVs4UA,1124,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,Noho,90,45.876288659793815
957,zjQSHwU-raZZfuJ6KaVuZA,127,"[{'alias': 'georgian', 'title': 'Georgian'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.5,Gramercy,16,7.731958762886598
958,4Jp0wdJXLpmgCwWv6o6YEQ,362,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,Lincoln Square,28,13.917525773195877
959,4KHjnRNvrkKHchEznhlnSA,2239,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,Lower East Side,195,100.0
960,8oO6j7AlnAbMSJs9Oj9GIw,177,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Midtown,59,29.896907216494846
961,8wMJdpw2R_4VfS55itB_gQ,460,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Lower East Side,195,100.0
962,e64Y17DJgjotSz8B9gEI7Q,432,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,Chinatown,82,41.75257731958763
963,9QK3vhI04Q8ylqk49C3JcQ,496,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Stuyvesant Town,23,11.34020618556701
964,NDIrifAl6K-RrnZ2D3ZGbw,914,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Lower East Side,195,100.0
965,wSGZA3DOFSUvALZRKCM_Sw,835,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Lenox Hill,10,4.639175257731959
966,fNKYBpQJivICm0ORb3nb_Q,152,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,Noho,90,45.876288659793815
967,iSjPBJRiWqrgxW7ZM3CGig,578,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",4.0,Lower East Side,195,100.0
968,YPFME0go5UzDo7_q3NN2Mg,225,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Greenwich Village,70,35.56701030927835
969,W5RSIwNKBa7k0jeAs5KDYg,869,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Yorkville,12,5.670103092783505
970,wTQYOTh9_JPI2I8s6Xc-Cw,265,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,East Village,62,31.443298969072163
971,h5WkewI6U7NjLB_n6WgdvQ,487,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,Gramercy,16,7.731958762886598
972,AybQUv47u16bwg83kqNf5w,86,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,Little Italy,48,24.22680412371134
973,iEUXrUUqGfUhpgYYSr5Zig,1005,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Little Italy,48,24.22680412371134
974,0laCKZiHrdM_ZKdhTFbGgg,575,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Financial District,44,22.164948453608247
975,iJUoxnxbCtVDMek4keHJFQ,147,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Lower East Side,195,100.0
976,4MqJOLaeqCgBFQmMFPfe3g,851,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
977,9GBqbQ415CXaBa2gwHyFHQ,254,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,West Village,60,30.412371134020617
978,b5x-Fw7I7Y88TdFIzvbsnw,959,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Noho,90,45.876288659793815
979,jo30o65XFWmgMJS86zFiFQ,863,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Little Italy,48,24.22680412371134
980,M4pCWzdBCkp2g_d834a7Hw,923,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,Noho,90,45.876288659793815
981,xe9qWNyYmsRvNGRPgW-ZcA,1114,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Midtown South,47,23.711340206185564
982,5QgBCrAbXbM1ORiqZDrBPQ,1941,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,Noho,90,45.876288659793815
983,22CRLIEfJWIO-8RjEiecAg,1107,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,Roosevelt Island,54,27.31958762886598
984,oCeDS1HexV3bWSJLxmjqXQ,360,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Little Italy,48,24.22680412371134
985,nGyffNA23K4sO08rKB2E5g,319,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,East Village,62,31.443298969072163
986,WYhRkUATHRyXZrE55MArbA,354,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Tribeca,18,8.762886597938143
987,Ry9w-jFALWYhazi6jjyIKw,558,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Lower East Side,195,100.0
988,Py_oBQpNR8kMI3GbH-71Yg,416,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,Lower East Side,195,100.0
989,wve8fP5lc3jyfhMI7uu4yw,91,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Chelsea,27,13.402061855670103
990,i8F0fnempD5fTb2CxbwKDw,278,"[{'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,Noho,90,45.876288659793815
991,diz6_4TVSP6EdWEZCZ0Acg,478,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,Turtle Bay,18,8.762886597938143
992,RemvTpxalDjSew5HwmNzUQ,1866,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Financial District,44,22.164948453608247
993,wPx4aNffBizdYmCG-WLKpQ,535,"[{'alias': 'greek', 'title': 'Greek'}]",4.5,Yorkville,12,5.670103092783505
994,uTXRhiUm5yXLLjC1oGy7ig,901,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,Turtle Bay,18,8.762886597938143
995,FhnwsPy1Lw_RKeA--gjUQQ,339,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,West Village,60,30.412371134020617
996,0W0m68TNPbodGCA3PhIB4w,627,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Noho,90,45.876288659793815
997,-0bdnX762vdTb9lI00etvA,440,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lower East Side,195,100.0
998,fEig4z0y_qCMRLvW7HRuqA,402,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Flatiron,39,19.587628865979383
999,1hdwhb6kzLxL3Lt3PxoHKA,256,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Little Italy,48,24.22680412371134
1000,d7_W8J8T0PESBsILMsGKGQ,692,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Lower East Side,195,100.0
1001,IhSVn0TaX8xXb3wcQ-fgcA,2828,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Chinatown,82,41.75257731958763
1002,w0YkRy2gsr0znrM7ojZtTw,1067,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Lower East Side,195,100.0
1003,nHMDOIX32dGbfpuNUwsLNQ,496,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
1004,dvUsg9UFFuUb2rE7RA5tnA,163,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Chinatown,82,41.75257731958763
1005,ip733nbgjaMMazfQ-Ibhgg,666,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Little Italy,48,24.22680412371134
1006,DOdamkEm9JWR9s6VH_NuOQ,601,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Lower East Side,195,100.0
1007,fwH7iD4-xY2ABrlZznP8CA,415,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lenox Hill,10,4.639175257731959
